speaker,emotion,season,episode,scene,utterance,text
Both,Neutral,4,17,13,14,Three.
Joey Tribbiani,Joyful,4,17,13,16,That's kinda nice.
Chandler Bing,Joyful,4,17,13,17,"Yeah, that's kinda a relief."
Joey Tribbiani,Neutral,4,17,13,18,Yeah.
Chandler Bing,Joyful,4,17,13,20,You wanna see if we still have it?
Joey Tribbiani,Neutral,4,17,13,21,Yeah.
Chandler Bing,Joyful,4,17,13,23,FREE PORN!!!
Joey Tribbiani,Joyful,4,17,13,24,Yeah!!
Chandler Bing,Joyful,4,17,13,25,We have free porn here!!!
Phoebe Buffay,Joyful,4,18,1,2,Hey!
Chandler Bing,Peaceful,4,18,1,3,"Hey! Wow, it is true what they say, pregnant bellies look like a drum."
Phoebe Buffay,Neutral,4,18,1,4,"Ha-ha. No, it's just I'm so pregnant that I-my guitar doesn't fit anymore. So I thought 'til I'm not, I'm just gonna play all my songs on this drum. It sounds really cool!"
Chandler Bing,Neutral,4,18,1,5,All right.
Phoebe Buffay,Joyful,4,18,1,6,"Listen. Listen. Smelly cat, smelly cat, what are they feeding you?"
Joey Tribbiani,Joyful,4,18,1,7,"Wow, Pheebs! That sounds great!"
Phoebe Buffay,Joyful,4,18,1,8,"I know! I know, and I've only been playing for like an hour!"
Alice Knight,Joyful,4,18,1,9,Phoebe! Phoebe! Hi! Hi!
Phoebe Buffay,Joyful,4,18,1,10,Hey! What are you doing here?
Alice Knight,Peaceful,4,18,1,11,"Umm, actually, I came down to ask you a big favour."
Phoebe Buffay,Sad,4,18,1,12,"Oh, well, don't tell me you want to keep more of your stuff in my uterus."
Alice Knight,Joyful,4,18,1,13,"No. No. No. Okay, now, see, I wanna name the girl baby Leslie, and Frank wants to name one of the boy babies Frank JR. JR."
Chandler Bing,Sad,4,18,1,14,Wouldn't that be Frank the III?
Alice Knight,Joyful,4,18,1,15,"Don't get me started. Anyway, umm, since there are three babies and umm, we both got to put our names in, we would be truly honoured if you named the other boy baby."
Phoebe Buffay,Joyful,4,18,1,16,Wow! That's so great! Oh! Oh! Cougar.
Alice Knight,Joyful,4,18,1,17,You think about it.
Emily Waltham,Mad,4,18,2,2,"I left a bra drying on the shower rod, you don't think your son will think it's yours and be horribly traumatised?"
Ross Geller,Powerful,4,18,2,3,"Hey, if mommy can have a wife, daddy can have a bra."
Emily Waltham,Joyful,4,18,2,4,"Ohh, it's time to go."
Ross Geller,Scared,4,18,2,5,"Oh, no-no-no, see, that-that clock's a little fast, uh, we have 17 minutes. Huh, what can we do in 17 minutes? Twice?"
Emily Waltham,Neutral,4,18,2,6,Well that's ambitious.
Ross Geller,Sad,4,18,2,8,"Hey, uh, you can ignore that."
Emily Waltham,Peaceful,4,18,2,9,That's Carol with your son!
Ross Geller,Powerful,4,18,2,10,"Uhh, believe me when he's older, he'll understand."
Carol Willick,Scared,4,18,2,11,Ross!
Ross Geller,Powerful,4,18,2,12,"I'll be right there. Hello! Hello! Hey. Uhh, Emily, this is Carol and Susan."
Susan Bunch,Joyful,4,18,2,13,"Hey, it's so nice to finally meet you!"
Emily Waltham,Joyful,4,18,2,14,Me too!
Carol Willick,Powerful,4,18,2,15,"Ohh, y'know, Susan's gonna be shooting a commercial in London next week."
Susan Bunch,Joyful,4,18,2,16,"Oh yeah, I'm so excited, I've never been there."
Emily Waltham,Joyful,4,18,2,17,"Oh, well, I'll show you around."
Susan Bunch,Joyful,4,18,2,18,"That would be great! Also, uh, I was hoping to catch a show so if you can make any suggestions..."
Emily Waltham,Scared,4,18,2,19,"Oh, there's tonnes of terrific stuff-I'll go with you!"
Susan Bunch,Peaceful,4,18,2,20,Ahh!
Ross Geller,Powerful,4,18,2,22,"Look at you two, bonding, making us late for the airport so..."
Emily Waltham,Powerful,4,18,2,23,Are you all right?
Susan Bunch,Powerful,4,18,2,24,"Oh, he's fine. He's fine. It's just that us getting along is difficult for him, because he doesn't like me."
Ross Geller,Powerful,4,18,2,25,Oh come on! That's-that's... true.
Phoebe Buffay,Neutral,4,18,3,2,Hi!
Joey Tribbiani,Neutral,4,18,3,3,Hey!
Chandler Bing,Neutral,4,18,3,4,Hey! Do we have a baby name yet?
Phoebe Buffay,Scared,4,18,3,5,"Ugh! No! This is so hard! I went through this whole book and found nothing! I want a name that's really like, y'know strong and confident, y'know? Like-like Exxon."
Chandler Bing,Powerful,4,18,3,6,"Well, it certainly worked for that Valdez kid."
Joey Tribbiani,Joyful,4,18,3,7,"Ooh-ooh, Pheebs, you want a strong name? How about, The Hulk?"
Phoebe Buffay,Scared,4,18,3,8,"No, I'm-I'm not sure about Hulk, but I like the idea of a name starting with ""The."""
Joey Tribbiani,Powerful,4,18,3,9,"Oh, want a good name, go with Joey. Joey's your pal. Joey's your buddy. ""Where is everybody?"" ""Well, they're hanging out with Joey."""
Chandler Bing,Joyful,4,18,3,10,"Hey, y'know what, if you're gonna do that, if you're gonna name him Joey, you should name him Chandler. Oh, come on! Chandler's funny, sophisticated, and he's very loveable, once you get to know him."
Joey Tribbiani,Joyful,4,18,3,11,"Oh well, hey, Joey's loveable too! But the thing about Joey is, if you need him, he'll be there."
Chandler Bing,Joyful,4,18,3,12,"Well, Chandler will be there for you too. I mean, well, he might be a little late, but-but, he'll be there. And he'll bring you some cold soda, if want you need him for is that you're really hot."
Joey Tribbiani,Joyful,4,18,3,13,What do ya say? What do ya say?
Phoebe Buffay,Joyful,4,18,3,14,"Well, I, I like the idea of naming him after someone I love, and Joey and Chandler are great names. But, all right, I don't-maybe I'll just name him The Hulk."
Joey Tribbiani,Powerful,4,18,3,15,I knew I shouldn't have mentioned it! That's what I wanted to name my kid!
Rachel Green,Joyful,4,18,4,2,"Hey, Mon, if you were hoping to sleep with Joshua the first time tonight, which one of these would you want to be wearing."
Monica Geller,Scared,4,18,4,3,Y'know what? It really creeps me out choosing other people's sex clothes.
Rachel Green,Joyful,4,18,4,4,Sorry. I'm so exited! I've been waiting for this for months! I got my hair coloured! I got new sheets! I'm making him a very fancy meal.
Monica Geller,Neutral,4,18,4,5,Um-hmm.
Rachel Green,Joyful,4,18,4,6,What am I making him by the way?
Monica Geller,Neutral,4,18,4,7,"Well, you're making him a frieze salad with goat cheese and pine nuts, wild nuts, wild rice, roast asparagus, and salmon au croup."
Rachel Green,Neutral,4,18,4,8,I thought I was making him filet mignon?
Monica Geller,Joyful,4,18,4,9,"Yeah, you were, but you decided to make salmon because you had some left over at the restaurant. And then you realised if you bitched about it, then you would stop cooking, and you would have to make your famous baked potato and Diet Coke."
Rachel Green,Mad,4,18,4,10,"Wow, I really get crabby when I cook."
Ross Geller,Neutral,4,18,7,2,Hey!
Carol Willick,Mad,4,18,7,3,Hey! How's Ben?
Ross Geller,Sad,4,18,7,4,"Well, I asked him if he wanted to eat, he said, ""No."" I asked him if he wanted to sleep, he said, ""No."" I asked him what he wanted to do, he said, ""No."" So, he's sweeping."
Carol Willick,Powerful,4,18,7,5,"Hey, Ben! Hey!"
Ross Geller,Neutral,4,18,7,6,"So umm, any word from Susan?"
Carol Willick,Joyful,4,18,7,7,"Ooh, yeah! She said she's having sooo much fun with Emily."
Ross Geller,Powerful,4,18,7,8,"Uh-huh. Uh-huh. Uh, by the by, did it uh, did it ever occur to you that, I don't know, maybe they might be having a little too much fun?"
Carol Willick,Scared,4,18,7,9,What's too much fun?
Ross Geller,Peaceful,4,18,7,10,"Y'know, the kind of fun, you and Susan had when we were married."
Carol Willick,Powerful,4,18,7,11,"Oh my God, you are so paranoid!"
Ross Geller,Mad,4,18,7,12,Am I?!
Carol Willick,Peaceful,4,18,7,13,Yes!
Ross Geller,Mad,4,18,7,14,Am I?!
Carol Willick,Joyful,4,18,7,15,"I can't speak for Emily, but Susan is in a loving, committed relationship."
Ross Geller,Joyful,4,18,7,16,"Uh-huh, Carol, so were we. All right, just-just imagine for a moment, Susan meets someone and-and they really hit it off. Y'know? Say-say they're coming back from the theatre, and they-they stop at a pub for a couple of drinks, they're laughing, y'know, someone innocently touches someone else... There's electricity, it's new. It's exciting. Are you telling me there isn't even the slightest possibility of something happening?"
Carol Willick,Scared,4,18,7,17,Maybe.
Ross Geller,Joyful,4,18,7,18,OH MY GOD!! I didn't really believe it until you just said it!!
Joshua Burgin,Scared,4,18,8,2,"...and even though none of the other kids believed me, I swear to God, that duck pushed me!"
Rachel Green,Joyful,4,18,8,3,Wow! This place is fabulous!
Joshua Burgin,Peaceful,4,18,8,4,"Yeah, yeah, let me show you around. This is the uh, downstairs living room."
Rachel Green,Powerful,4,18,8,5,"Whoa-whoa, there's two living rooms? God, growing up here, this place must've been a real babe magnet."
Joshua Burgin,Neutral,4,18,8,6,"Yeah, well, it would've been, but uh, my parents just moved here."
Rachel Green,Powerful,4,18,8,7,"Ohh, you should know, this place is a real babe magnet. Wanna make out?"
Joshua Burgin,Peaceful,4,18,8,9,"Hey, here's an idea. Why don't uh, I put the food in the fridge and we can eat it later?"
Rachel Green,Scared,4,18,8,10,"That sounds like a plan. Umm, is there a place I can go freshen up?"
Joshua Burgin,Joyful,4,18,8,11,"Oh yeah, yeah uh, it's down the hall and uh, second door to your left."
Rachel Green,Neutral,4,18,8,12,Ah.
Mrs. Burgin,Joyful,4,18,8,14,"Oh, hi, darling!"
Joshua Burgin,Powerful,4,18,8,15,"Mom, Dad, what are you guys doing here?"
Mrs. Burgin,Joyful,4,18,8,16,"Oh, well we cut the trip short."
Mr. Burgin,Neutral,4,18,8,17,France sucks!
Joshua Burgin,Joyful,4,18,8,18,"Umm, this may be a little weird, but I-I-I got a date here."
Mrs. Burgin,Sad,4,18,8,19,"Oh, say no more!"
Mr. Burgin,Neutral,4,18,8,20,"We'll just grab some food and take it with us right upstairs, and we'll be right out of you hair."
Joshua Burgin,Scared,4,18,8,21,"Oh, that-that would be great. So you didn't even get to Italy?"
Mr. Burgin,Joyful,4,18,8,22,"Yep, sucks!"
Rachel Green,Scared,4,18,8,24,Hi you!
Joshua Burgin,Powerful,4,18,8,25,Oh my God!
Rachel Green,Joyful,4,18,8,26,"I know, I can do more than cook."
Mr. Burgin,Peaceful,4,18,8,28,I like her. She sees smart.
Joshua Burgin,Peaceful,4,18,9,2,"Uhh, Rachel, my parents..."
Rachel Green,Joyful,4,18,9,3,Ohh! It's so nice to meet you. Hello.
Mr. Burgin,Peaceful,4,18,9,4,Hi.
Rachel Green,Peaceful,4,18,9,5,Hello.
Mrs. Burgin,Powerful,4,18,9,6,"Hello. Well, Joshua, that $500 was for groceries."
Rachel Green,Scared,4,18,9,7,"What? This-this, no, oh no, no-no-no, this is not-that's-that's not what it is. See, see, okay, I work in fashion, see and-and, this is a real dress actually. It's-it's, they're-they're wearing it in Milan, so part of my job is too wear the clothes, and then I see how people respond, and then I report back to my superiors at Bloomingdale's, so... And obviously in uh, in-in this case, I am going to report back, ""USA not ready."""
Mrs. Burgin,Powerful,4,18,9,8,Maybe in L.A?
Rachel Green,Joyful,4,18,9,9,Yes!
Joshua Burgin,Joyful,4,18,9,10,There you go.
Mr. Burgin,Peaceful,4,18,9,11,"So, have you kids eaten yet?"
Rachel Green,Sad,4,18,9,12,"Well, we were going to do that after-I mean umm, next."
Mr. Burgin,Peaceful,4,18,9,13,"Well, we're starving, why don't we all go get something to eat?"
Rachel Green,Sad,4,18,9,14,"Oh, yeah, well... Yeah, no use wasting this baby, just lyin' around the house."
Mr. Burgin,Peaceful,4,18,9,15,So... We go eat.
Rachel Green,Neutral,4,18,9,16,Yes.
Mr. Burgin,Peaceful,4,18,9,17,"You'll wear that. We'll be eating, and of course, you'll be wearing that."
Joey Tribbiani,Sad,4,18,10,2,"Dude, I am sorry about what I said!"
Chandler Bing,Scared,4,18,10,3,"No, no, you're right, it is a ridiculous name!"
Joey Tribbiani,Sad,4,18,10,4,It's not that bad.
Chandler Bing,Scared,4,18,10,5,"Yes it is! From now on, I have no first name."
Joey Tribbiani,Mad,4,18,10,6,"So, you're just Bing?"
Chandler Bing,Neutral,4,18,10,7,I have no name.
Phoebe Buffay,Neutral,4,18,10,8,"All right, so, what are we supposed to call you?"
Chandler Bing,Neutral,4,18,10,9,"Okay uh, for now, temporarily, you can call me, Clint."
Joey Tribbiani,Peaceful,4,18,10,10,No way are you cool enough to pull of Clint.
Chandler Bing,Powerful,4,18,10,11,"Okay, so what name am I cool enough to pull off?"
Phoebe Buffay,Neutral,4,18,10,12,"Umm, Gene."
Chandler Bing,Joyful,4,18,10,13,It's Clint. It's Clint!
Joey Tribbiani,Neutral,4,18,10,14,"See you later, Gene."
Phoebe Buffay,Neutral,4,18,10,15,"Bye, Gene."
Chandler Bing,Neutral,4,18,10,16,It's Clint! Clint!
Joey Tribbiani,Neutral,4,18,10,17,What's up with Gene?
Phoebe Buffay,Powerful,4,18,12,2,Drum roll.
Chandler Bing,Scared,4,18,12,3,"Okay. Okay. All right. Help! Am I a Mark, or a John?"
Joey Tribbiani,Scared,4,18,12,4,"Nah, you're not tall enough to be a Mark, but you might make a good Barney."
Chandler Bing,Powerful,4,18,12,5,"All right look, am I serious, okay? Tomorrow at 3:30 I am going down to the courthouse."
Phoebe Buffay,Powerful,4,18,12,6,You're actually going through with this?
Chandler Bing,Joyful,4,18,12,7,"Hey, look, this name has been holding me back my entire life. Okay, it's probably why kids picked on me in school, and why I never do well with women... So, as of 4 o'clock tomorrow, I'm either gonna be Mark Johnson or John Markson."
Phoebe Buffay,Scared,4,18,12,8,"You got problems because of you! Not your name! All right, this has got to stop! Chandler is a great name! In fact-yes, I'm, I'm sorry. I know you really wanted me to name the baby Joey, but eh, so, I'm-I'm, I'm gonna, I'm gonna name the baby Chandler."
Chandler Bing,Powerful,4,18,12,9,Really?!
Phoebe Buffay,Powerful,4,18,12,10,"Yeah, but you have to keep the name too!"
Chandler Bing,Scared,4,18,12,11,Okay. Thanks.
Phoebe Buffay,Powerful,4,18,12,12,Okay!
Chandler Bing,Joyful,4,18,12,13,You wanna hug it out?
Phoebe Buffay,Joyful,4,18,12,14,Yeah!
Phoebe Buffay,Peaceful,4,18,12,16,Yay!
Chandler Bing,Sad,4,18,12,17,Yay!
Phoebe Buffay,Sad,4,18,12,18,"Yay-oh-yay! Okay, I gotta go tell Frank and Alice! Right now!"
Chandler Bing,Peaceful,4,18,12,19,Okay!
Phoebe Buffay,Powerful,4,18,12,20,"Ooh, uh..."
Chandler Bing,Joyful,4,18,12,21,"Bye, Pheebs!"
Phoebe Buffay,Neutral,4,18,12,22,"Okay, bye!"
Chandler Bing,Powerful,4,18,12,24,Ha! Ha! Ha!
Joey Tribbiani,Powerful,4,18,12,25,Ohh!
Ross Geller,Peaceful,4,18,13,2,Nice luggage.
Carol Willick,Neutral,4,18,13,3,I was gonna say...
Susan Bunch,Neutral,4,18,13,5,Hey!
Ross Geller,Joyful,4,18,13,7,Hi!
Emily Waltham,Peaceful,4,18,13,8,Hey! I missed you.
Ross Geller,Peaceful,4,18,13,9,"Oh, I missed you too."
Susan Bunch,Powerful,4,18,13,10,"Thanks for everything, I had such a great time."
Emily Waltham,Joyful,4,18,13,11,"Oh, so did I."
Ross Geller,Joyful,4,18,13,13,No tongue.
The Singing Man,Joyful,4,19,1,2,"Morning's here! Sunshine is here! The sky is clear, the morning's here! The morning's here!"
Rachel Green,Powerful,4,19,1,3,HEY!! Do you have to do that? It's Saturday!
The Singing Man,Joyful,4,19,1,4,Oh come on! Morning's here! Morning's here! The morning is here! Sunshine is here!
Rachel Green,Joyful,4,19,1,6,I hate this apartment! I hate the color of these walls! I hate the fact that this place still smells like bird! I hate that singing guy!
Joey Tribbiani,Scared,4,19,1,7,Are you kidding? I love that guy! Morning's here! Morning is here-
Rachel Green,Mad,4,19,1,8,Stop it! I will kill you. I hate the fact that my room is so small.
Monica Geller,Peaceful,4,19,1,9,"Hey, I have all the space I need. Just do what I did."
Rachel Green,Mad,4,19,1,10,"Monica, you don't even have a bed, you sleep in a ball on the floor!"
Monica Geller,Scared,4,19,1,11,"Y'know what? I am really tired of your bellyaching! Okay, I-I worked really hard at making this a nice place for us to live!"
Rachel Green,Sad,4,19,1,12,I'm sorry. I'm so sorry.
Monica Geller,Neutral,4,19,1,13,Okay.
Joey Tribbiani,Powerful,4,19,1,14,"See, this is a great apartment."
Monica Geller,Mad,4,19,1,15,Shut up! This place is a hole!
Emily Waltham,Joyful,4,19,2,2,"Oh, blimey, I still can't believe you've got an earring!"
Ross Geller,Joyful,4,19,2,4,"Huh? I know, I know. Who am I? David Bowe?"
Emily Waltham,Joyful,4,19,2,5,He does that?!
Ross Geller,Scared,4,19,2,6,"Uh, I don't know, whatever."
Emily Waltham,Joyful,4,19,2,7,I think it makes you look really dangerous.
Ross Geller,Joyful,4,19,2,8,"Oh, I know. Y'know what, I never would've gotten this if it weren't for you. No really, when I'm with you I'm-I'm like this whole other guy, I love that guy! I mean, I love you too, a lot, but that guy! I-I love that guy!"
Emily Waltham,Joyful,4,19,2,9,I love both of you!
Ross Geller,Scared,4,19,2,10,Yeah?
Emily Waltham,Sad,4,19,2,12,I wish I didn't have to go.
Ross Geller,Sad,4,19,2,13,"Then don't. Stay here. Just don't go so soon to London, just one more day."
Emily Waltham,Sad,4,19,2,14,"Ohh, Ross, please!"
Ross Geller,Peaceful,4,19,2,15,"One more day, seriously/"
Emily Waltham,Sad,4,19,2,16,"Don't do this to me, again. You'd know I'd stay here in a minute, but I'd really miss so much work, they'll fire me."
